ERROR:root:127.0.0.1, 2021-05-16 11:10:41.023456, test.json, 403
ERROR:root:127.0.0.1, 2021-05-16 11:11:34.147701, test.json, 403
ERROR:root:127.0.0.1, 2021-05-16 11:12:49.299881, test.json, 403
ERROR:root:127.0.0.1, 2021-05-16 11:13:18.766327, test.json, 403
ERROR:root:127.0.0.1, 2021-05-16 11:13:19.805644, test.json, 403
ERROR:root:127.0.0.1, 2021-05-16 11:13:19.807640, test.json, 403
ERROR:root:127.0.0.1, 2021-05-16 11:13:42.871375, test.json, 403
ERROR:root:127.0.0.1, 2021-05-16 11:14:00.233257, test.json, 403
ERROR:root:127.0.0.1, 2021-05-16 11:14:15.533980, test.json, 403
ERROR:root:127.0.0.1, 2021-05-16 11:14:15.686572, favicon.ico, 404
INFO:root:127.0.0.1, 2021-05-16 11:14:15.687569, 404.html, 202
ERROR:root:127.0.0.1, 2021-05-16 11:15:02.103197, test.json, 403
ERROR:root:127.0.0.1, 2021-05-16 11:15:02.293686, favicon.ico, 404
INFO:root:127.0.0.1, 2021-05-16 11:15:02.293686, 404.html, 202
